,type,title,director,cast,country,release year,platform,animation,children & family,entertainment,documentary,thrillers,music & musicals,romance,comedy,drama,horror,sci-fi & fantasy,action & adventure
1660,Movie,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,United States,2020,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
1661,TV Show,Strongest Deliveryman,not found,"Ko Kyung-pyo, Chae Soo-bin, Kim Seon-ho, Go Won-hee",South Korea,2017,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1662,Movie,The Suit,Mohammad Adel,"Tamer Hosny, Akram Hosny, Amina Khalil, Dalal Abdelaziz, Maged El-Masri, Yasser Ali Maher, Salwa Mohammed, Mahmoud El-Bezzawy, Hassan Hosny, Taher Abu Lela, Ahmed Zaher",Egypt,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
1663,Movie,Dolly Parton’s Christmas on the Square,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1665,Movie,40 Sticks,Victor Gatonye,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi, Xavier Ywaya",Kenya,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1666,Movie,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1667,TV Show,Flavorful Origins,not found,Yang Chen,China,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1668,TV Show,Heart & Soul,not found,"Anthony Monjaro, Phoenix Ezendu, Ademola Amoo, Chioma Adibe, Ijeoma Richards, Joy Mmezi",not found,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1669,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",not found,United States,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1670,TV Show,Mismatched,not found,"Prajakta Koli, Rohit Saraf, Vihaan Samat, Taaruk Raina, Vidya Malavade, Kritika Bharadwaj, Rannvijay Singh, Muskkaan Jaferi, Devyani Shorey, Suhasini Mulay, Abhinav Sharma, Ravin Makhija",India,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1671,Movie,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1672,TV Show,Voices of Fire,not found,Pharrell Williams,United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1676,Movie,Hawaizaada,Vibhu Virender Puri,"Ayushmann Khurrana, Mithun Chakraborty, Pallavi Sharda, Naman Jain, Jameel Khan",India,2015,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1678,Movie,Raman Raghav 2.0,Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra, Anuschka Sawhney, Vipin Sharma, Deepali Suryakant Badekar, Ashok Lokhande, Harssh Singh, Rajesh Jais, Hitesh Dave",India,2016,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1680,Movie,TE3N,Ribhu Dasgupta,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Sabyasachi Chakraborty, Prakash Belawadi, Tota Roy Chowdhury, Padmavati Rao, Suneel Sinha",India,2016,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1681,Movie,The Princess Switch: Switched Again,Mike Rohl,"Vanessa Hudgens, Nick Sagar, Sam Palladio, Mia Lloyd, Lachlan Nieboer, Ricky Norwood, Florence Hall, Suanne Braun, Mark Fleischmann",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1682,Movie,Three Words to Forever,Cathy Garcia-Molina,"Sharon Cuneta, Richard Gomez, Kathryn Bernardo, Liza Lorena, Freddie Webb, Tommy Esguerra, Joross Gamboa, Tobie Dela Cruz",Philippines,2018,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1684,TV Show,Holiday Home Makeover with Mr. Christmas,not found,Benjamin Bradley,United States,2020,Netflix,0,0,1,0,0,0,0,0,0,0,0,0
1685,Movie,Ainu Mosir,Takeshi Fukunaga,"Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky","United States, Japan",2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1686,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,Kevin Hart,United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1687,TV Show,The Boss Baby: Back in Business,not found,"JP Karliak, Pierce Gagnon, Kevin Michael Richardson, Alex Cazares, Flula Borg, Jake Green, Eric Bell Jr., David Lodge, Hope Levy, David Collins, Tony Hale, Nicole Sullivan",United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1688,TV Show,We Are the Champions,not found,not found,United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1689,Movie,Loving,Jeff Nichols,"Joel Edgerton, Ruth Negga, Marton Csokas, Nick Kroll, Michael Shannon, Terri Abney, Alano Miller, Jon Bass, Bill Camp, David Jensen","United Kingdom, United States",2016,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1690,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis",not found,United States,2017,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
1691,Movie,A Very Country Christmas,Justin G. Dyck,"Bea Santos, Greyston Holt, Greg Vaughan, Deana Carter, Allison Hossack","United States, Canada",2017,Netflix,0,0,0,0,0,1,0,0,0,0,0,0
1693,TV Show,Beyblade Burst Rise,not found,"Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1695,Movie,Hometown Holiday,Justin G. Dyck,"Sarah Troyer, Bradley Hamilton, Kevin McGarry, Samantha Gracie",Canada,2018,Netflix,0,0,0,0,0,0,1,0,0,0,0,0
1696,TV Show,Polly Pocket,not found,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland",2021,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1697,TV Show,Survivor,not found,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",United States,2014,Netflix,0,0,1,0,0,0,0,0,0,0,0,0
1698,TV Show,The Crown,not found,"Claire Foy, John Lithgow, Matt Smith, Vanessa Kirby, Jared Harris, Victoria Hamilton, Eileen Atkins, Jeremy Northam, Alex Jennings, Ben Miles, Pip Torrens, Will Keen, Harry Hadden-Paton, Daniel Ings, Greg Wise, Harriet Walter, Lia Williams, Matthew Goode, Anton Lesser","United Kingdom, United States",2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1700,Movie,Killer Cove,Damián Romay,"Haley Webb, Donny Boaz, Cathy Baron, Jason Alan Smith, Dennis Staroselsky, Owen Miller, Shawn Fitzgibbon",United States,2019,Netflix,0,0,0,0,1,0,0,0,0,0,0,0
1701,TV Show,American Horror Story,not found,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
1702,Movie,Fukrey Boyzzz: Space Mein Fukrapanti,Avinash Walzade,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Amit Deondi, Ketan Kava, Zeel Thakkar, Manish Bhavan, Viswanathan Sridhar",India,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1703,Movie,Jingle Jangle: A Christmas Journey,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, Justin Cornwell, Sharon Rose, Lisa Davina Phillip, Kieron Dyer",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1704,Movie,The Beginning of Life 2: Outside,Renata Terra,not found,Brazil,2020,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
1705,Movie,The Life Ahead,Edoardo Ponti,"Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Diego Iosif Pirvu, Massimiliano Rossi, Abril Zamora, Babak Karimi",Italy,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1706,TV Show,The Minions of Midas,Mateo Gil,"Luis Tosar, Marta Belmonte, Guillermo Toledo, Carlos Blanco, Marta Milans, Goize Blanco, Elena Irureta, Bea Segura, Jorge Andreu, Daniel Holguín, Adolfo Fernández, Fernando Barona, Juan Blanco, Ahmed Boulane, Pepe Ocio, Vito Sanz, Adelfa Calvo, Joaquín Climent, Carmelo Gómez, Miguel Ángel Solá",Spain,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1708,TV Show,Ethos,not found,"Öykü Karayel, Fatih Artman, Funda Eryiğit, Defne Kayalar, Settar Tanrıöğen, Tülin Özen, Alican Yücesoy, Bige Önal",Turkey,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1709,Movie,First Love,Paul Soriano,"Aga Muhlach, Bea Alonzo, Sandy Andolong, Albie Casiño, Edward Barber, Maureen Mann, Tim Donadt, Giselle Toengi, Raymond Lauchengco, Beverly Salviejo",Philippines,2018,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1711,TV Show,Graceful Friends,not found,"Yu Jun-sang, Song Yoon-a, Bae Soo-bin, Kim Sung-oh, Jung Seok-yong, Kim Won-hae",South Korea,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1712,Movie,Ludo,Anurag Basu,"Abhishek Bachchan, Aditya Roy Kapur, Rajkummar Rao, Sanya Malhotra, Fatima Sana Shaikh, Pankaj Tripathi, Rohit Saraf, Shalini Vatsa, Pearle Maaney",India,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1713,Movie,Memories of a Teenager,Lucas Santa Ana,"Renato Quattordio, Malena Narvay, Thomás Lepera, Jerónimo Giocondo Bosia, Tomás Wicz, Tomás Raimondi, Majo Chicar, Agustina Cabo",Argentina,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1715,TV Show,A Queen Is Born,Carla Barros,"Gloria Groove, Alexia Twister",Brazil,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1716,TV Show,Aunty Donna's Big Ol' House of Fun,not found,"Mark Samual Bonanno, Broden Kelly, Zachary Ruane, Ed Helms, Kristen Schaal, Weird Al Yankovic, Kia Stevens, Paul F. Tompkins, Tawny Newsome",Australia,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1717,TV Show,The Liberator,not found,"Bradley James, Martin Sensmeier, Jose Miguel Vasquez, Forrest Goodluck, Bryan Hibbard, Matt Mercurio, Harrison Stone, Billy Breed, Tatanka Means, Kiowa Gordon",United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
1718,TV Show,Trial 4,not found,not found,United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1720,Movie,What We Wanted,Ulrike Kofler,"Lavinia Wilson, Elyas M'Barek, Anna Unterberger, Lukas Spisser, Iva Höpperger, Fedor Teyml, Marta Manduca, Maria Hofstätter, Tina Haller",Austria,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1722,TV Show,DASH & LILY,not found,"Midori Francis, Austin Abrams, Dante Brown, Troy Iwata",United States,2020,Netflix,0,0,0,0,0,0,1,0,0,0,0,0
1723,TV Show,Bakugan: Armored Alliance,not found,not found,not found,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1724,TV Show,Bakugan: Battle Planet,not found,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, United States",2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1725,Movie,Citation,Kunle Afolayan,"Temi Otedola, Jimmy Jean-Louis, Joke Silva, Gabriel Afolayan, Adjetey Anang, Ini Edo, Sadiq Daba, Wole Olowomojuore, Yomi Fash-Lanso, Bukunmi Oluwashina, Bienvenu Neba, Ray Reboul, Ibukun Awosika, Seun Kuti",Nigeria,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1726,TV Show,Country Ever After,not found,not found,United States,2020,Netflix,0,0,1,0,0,0,0,0,0,0,0,0
1727,Movie,Girl's Revenge,Weica Wang,"Wang Yu-ping, Yuri Chen, Shiny Yao, Pii Liu, Mike Lin, Edison Song, Xia Teng-hong, Moon Lee",Taiwan,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1728,Movie,The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga, Emilio Palacios","Spain, France, Canada",2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1729,Movie,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",United States,2016,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1730,TV Show,Wrong Kind of Black,not found,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1731,Movie,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",United States,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1732,Movie,Alone/Together,Antoinette Jadaone,"Liza Soberano, Enrique Gil, Adrian Alandy, Jasmine Curtis-Smith, Sylvia Sanchez, Nonie Buencamino, Xia Vigor, Richard Manabat",Philippines,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1733,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,not found,Argentina,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1734,Movie,Midnight at the Magnolia,Maxwell McGuire,"Natalie Hall, Evan Williams, Michael Gordon Shore, Steve Cumyn, Albert Brooks",Canada,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1736,Movie,Operation Christmas Drop,Martin Wood,"Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1737,TV Show,Paranormal,not found,"Ahmed Amin, Razane Jammal, Ayah Samaha, Samaa Ibrahem, Roshdy El Shamy, Reem Abd El Kader",Egypt,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1738,Movie,A Christmas Catch,not found,"Emily Alatalo, Lauren Holly, Yanic Truesdale, Franco Lo Presti, Andrew Bushell, Genelle Williams, Kyana Teresa, Eric Hicks",Canada,2018,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1739,Movie,Christmas with a Prince,Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",Canada,2018,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1740,TV Show,Love & Anarchy,not found,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1741,Movie,Miss India,Narendra Nath,"Keerthy Suresh, Dr. Rajendra Prasad, Jagapathi Babu, V. K. Naresh, Nadhiya, Naveen Chandra, Sumanth Shailendra, Kamal Kamaraju, Praveen, Pujitha Ponnada, Divya Sripada",India,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1742,Movie,Felix Lobrecht: Hype,Jan-Peter Horns,Felix Lobrecht,Germany,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1743,Movie,MOTHER,Tatsushi Omori,"Masami Nagasawa, Sadao Abe, Daiken Okudaira",Japan,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1744,Movie,The Beginning of Life,Estela Renner,not found,not found,2016,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
1745,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,not found,"Guillermo del Toro, Alfonso Cuarón",not found,2020,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
1746,TV Show,Can You Hear Me?,not found,"Mélissa Bédard, Ève Landry, Florence Longpré",Canada,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1747,Movie,Prospect,"Zeek Earl, Christopher Caldwell","Sophie Thatcher, Pedro Pascal, Jay Duplass, Andre Royo, Sheila Vand, Anwan Glover","Canada, United States",2018,Netflix,0,0,0,0,0,0,0,0,0,0,1,0
1748,TV Show,60 Days In,not found,not found,United States,2019,Netflix,0,0,1,0,0,0,0,0,0,0,0,0
1749,Movie,Christmas Break-In,Michael Kampa,"Danny Glover, Denise Richards, Cameron Seely, Sean O'Bryan, Katrina Begin, Jake Van Wagoner, Douglas Spain, Dawson Ehlke",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1751,Movie,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1752,Movie,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",United States,2020,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1753,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,"Josh Hutcherson, Samantha Bee, Martin Short, Morena Baccarin, Jeff Dunham, John Cleese",Canada,2018,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
1754,TV Show,Forged in Fire,not found,Wil Willis,United States,2019,Netflix,0,0,1,0,0,0,0,0,0,0,0,0
1755,TV Show,Leah Remini: Scientology and the Aftermath,not found,"Leah Remini, Mike Rinder",United States,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1756,TV Show,LEGO Jurassic World: Legend of Isla Nublar,not found,not found,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1757,TV Show,LEGO Jurassic World: Secret Exhibit,not found,"Britt McKillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre",United States,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1758,TV Show,LEGO Ninjago,not found,"Michael Adamthwaite, Paul Dobson, Kelly Metzger, Brent Miller, Kirby Morrow, Pauline Newstone, Vincent Tong, Sam Vincent",Canada,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1759,TV Show,LEGO Ninjago: Masters of Spinjitzu,not found,"Vincent Tong, Jillian Michaels, Ian James Corlett, John Novak, Paul Dobson, Michael Adamthwaite, Kelly Metzger, Brent Miller, Kirby Morrow, Brian Drummond, Mark Oliver, Michael Kopsa","Denmark, Singapore, Canada, United States",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1760,TV Show,LEGO: CITY Adventures,not found,"Joe Zieja, Misty Lee, Alex Cazares, Daniel MK Cohen, James Arnold Taylor, Roger Craig Smith, Mick Lauer","United States, France, Denmark",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1762,Movie,Mile 22,Peter Berg,"Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich, Ronda Rousey, Carlo Alban, Sam Medina, Terry Kinney, Nikolai Nikolaeff, Natasha Goubskaya","United States, China, Colombia",2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
1763,Movie,Piercing,Nicolas Pesce,"Christopher Abbott, Mia Wasikowska, Laia Costa, Marin Ireland, Maria Dizzia, Wendell Pierce, Olivia Bond, Dakota Lustick",United States,2018,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1764,Movie,Snowden,Oliver Stone,"Joseph Gordon-Levitt, Shailene Woodley, Zachary Quinto, Melissa Leo, Tom Wilkinson, Timothy Olyphant, Nicolas Cage, Rhys Ifans, Joely Richardson, Scott Eastwood, Ben Schnetzer, Logan Marshall-Green","United Kingdom, France, Germany, United States",2016,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1765,TV Show,The Garfield Show,not found,"Frank Welker, Wally Wingert, Gregg Berger","France, United States",2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1766,TV Show,The Good Detective,not found,"Son Hyun-joo, Jang Seung-jo, Lee Elijah, Oh Jung-se",South Korea,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1769,TV Show,Voice,not found,"Jang Hyuk, Lee Ha-na, Baek Sung-hyun, Ye-sung, Son Eun-seo, Kwon Jae-hwan, Lee Ju-seung, Kim Jae-wook",South Korea,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1770,Movie,Wheels of Fortune,Shaun Paul Piccinino,"Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty",United States,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1771,TV Show,Afronta! Facing It!,Juliana Vicente,"Loo Nascimento, Ingrid Silva, Rincon Sapiência, Batekoo, Gabriel Martins, Benjamin Abras, Daniele DaMata, Tasha & Tracie Okereke, Mariana de Matos, André Novais, Mahal Pita, Grace Passô, Thamyra Thâmara, Xenia França, Criola, Dani Ornellas, Anelis Assumpção, Magá Moura, Tássia Reis, Liniker, Yasmin Thayná, Raquel Virgínia, Juliana Luna, Erica Malunguinho, Diane Lima, Karol Conká",Brazil,2017,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1772,Movie,The 12th Man,Harald Zwart,"Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus, Mads Sjøgård Pettersen, Vegar Hoel, Håkon T. Nielsen, Eirik Risholm Velle, Daniel Frikstad, Eric Dirnes, Alexander Zwart",Norway,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
1773,TV Show,Zumbo's Just Desserts,not found,"Adriano Zumbo, Rachel Khoo",Australia,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1774,Movie,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",United States,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1775,Movie,His House,Remi Weekes,"Ṣọpẹ́ Dìrísù, Wunmi Mosaku, Matt Smith, Malaika Wakoli-Abigaba",United Kingdom,2020,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
1776,Movie,In Line,Tope Oshin,"Chris Attoh, Adesua Etomi, Uzor Arukwe, Sika Osei, Leonora Okien, Shawn Faqua, Tina Mba",Nigeria,2017,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1777,Movie,Kaali Khuhi,Terrie Samundra,"Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod",India,2020,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
1778,TV Show,Kongsuni and Friends,not found,"Hong So-yeong, Choi Bo-bae, Kim Eun-ah, Jeong Hye-won, Bae Jin-hong, Um Sang-hyun, Cha Moo-jin, Jang Min-young, Jang Do-young, Kim Sook-young, Park Ran, Kim Chang-won, Park Yeon-kyung",not found,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1779,TV Show,Marvel's Agents of S.H.I.E.L.D.,not found,"Clark Gregg, Ming-Na Wen, Brett Dalton, Chloe Bennet, Iain De Caestecker, Elizabeth Henstridge, Adrianne Palicki, Luke Mitchell, Henry Simmons",United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
1780,Movie,Rogue City,Olivier Marchal,"Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal",France,2020,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
1781,TV Show,Somebody Feed Phil,not found,Philip Rosenthal,United States,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1782,TV Show,Suburra: Blood on Rome,not found,"Alessandro Borghi, Giacomo Ferrara, Eduardo Valdarnini, Francesco Acquaroli, Filippo Nigro, Claudia Gerini, Adamo Dionisi, Barbara Chichiarelli, Federico Tocci, Gerasimos Skiadaresis, Elisabetta De Palo, Carlotta Antonelli, Renato Marchetti, Paola Sotgiu",Italy,2020,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1783,Movie,The Day of the Lord,Santiago Alvarado Ilarri,"Juli Fàbregas, Ximena Romo, Héctor Illanes, Dolores Heredia","Mexico, Spain",2020,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
1785,Movie,Holidate,John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Jessica Capshaw, Andrew Bachelor, Cynthy Wu, Alex Moffat, Manish Dayal",United States,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
1786,Movie,La Gran Ilusión,Antonio Díaz,Antonio Díaz,not found,2016,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
1788,Movie,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,"Julia Wieniawa-Narkiewicz, Michał Lupa, Wiktoria Gąsiewska, Stanisław Cywka, Sebastian Dela, Gabriela Muskała, Michał Zbroja, Mirosław Zbrojewicz, Piotr Cyrwus, Olaf Lubaszenko, Wojciech Mecwaldowski",Poland,2020,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
1789,Movie,Secrets of the Saqqara Tomb,James Tovell,not found,United States,2020,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
