,type,title,director,cast,country,release year,platform,drama,comedy,documentary,horror,thrillers,romance,children & family,entertainment,music & musicals,action & adventure,sci-fi & fantasy,animation
4969,Movie,Prema Kiligal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
4970,Movie,Paquete #3,Alfredo Hueck,"Valentín Alemán, Leandro Arvelo, Daniela Bascopé, Beto Benites",not found,2015,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4972,TV Show,Lynx,not found,"Anastasia Ivanova, Vlad Nikityuk, Anastasia Tsymbalaru",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
4974,Movie,Gubbacchi Goravanka,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
4975,Movie,First Love,Takashi Miike,"Masataka Kubota, Sakurako Konishi, Shota Sometani",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
4976,Movie,Favourite Nursery Rhymes,Neil Benn,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
4977,Movie,"El Cid, The Legend",Pablo Chamorro González,"Jordi Tamarit Belda, José Polo, Diego Jimeno",not found,2020,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
4978,TV Show,Deadly Game,not found,not found,not found,2016,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
4979,Movie,Cut The Rope: Om Nom Stories - Cooking and Shopping,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov",Om Nom,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
4980,Movie,Chasing,K. Veerakumar,"Varalaxmi Sarathkumar, Bala Saravanan",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
4981,Movie,After You're Gone,Anna Matison,"Sergey Bezrukov, Anastasia Bezrukova, Karina Andolenko, Vladimir Menshov, Tamara Akulova",not found,2016,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
4982,Movie,Obsessive Comedic Disorder,Udit Jawarani,not found,not found,2016,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
4983,Movie,My Blind Brother,Sophie Goodhart,"Adam Scott, Nick Kroll, Jenny Slate, Zoe Kazan",not found,2016,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4984,Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Winstone, Suki Waterhouse",not found,2015,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4985,Movie,In Search of Doc Holliday,Dana Celeste Robinson,"Dr. Gary L. Roberts, Victoria Wilcox, Bill Dunn, Dr. Patrick Allitt",not found,2016,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
4986,Movie,Imprisoned | Laurence Fishburne,Paul Kampf,"Laurence Fishburne, Juan Pablo Raba, Juana Acosta, Edward James Olmos, Esai Morales, Ana Isabelle, Jon Huertas, John Heard",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
4987,Movie,Hal King,Myron Davis,"Tyrik Ballard, Sharaé Moultrie, Ryan Shaw, Darien Dean, Eric Roberson, Tony McLendon Sr., Dion Davis, Sophia Nicole Stephens, Tarrey Torae, Antonio C. McLendon Jr., Larob K. Payton, Caleb Alexander Wrigh, Jacob Bates, Alvin Frazier, Brady Hill, Keith Benford, Cameron Woods, Esjae, Angela S. Arnold",not found,2021,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
4988,TV Show,Ekaterina: The Rise of Catherine the Great,not found,"Marina Aleksandrova, Aleksandr Yatsenko, Rinal Mukhametov, Yuliya Aug",not found,2014,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
4989,TV Show,Cruising the Cut,not found,not found,not found,2021,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
4990,Movie,Before/During/After,"Stephen Kunken, Jack Lewars","Finnerty Steeves, Jeremy Davidson, John Pankow, Richard Masur, Kristine Sutherland, Susan Blackwell, Miriam Shor, John Ellison Conlee, Kate Burton, Deborah Rush, Austin Pendleton, Marin Hinkle, Liza Colón-Zayas, Dave Ahdoot, Deirdre O'Connell, Kathleen Chalfant, Myra Lucretia Taylor, Opal Alladin, Meghan Rafferty, Miles G Jackson, Vivian Mar Mignone, Alexis McGuiness, J. Alphonse Nicholson, Kate Hampton, Brian Russell, Artisha Mann, Brenda Pressley, Gia Crovatin, Karmay Ngai, Ildi Silva, Liv Rooth, Joey Parsons, Jasmin Walker, Naomi Kunken, Emily Ackerman",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4991,Movie,About Hope,David D. Dietrich,"Justin Ray, Christine Juarbe, Aaron Groben",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4993,Movie,Turned Out,Tyrone TIZAK Jackson,"TAYKOLA GAINEY, PATRICIA RODRIGUEZ, CHENAE SINCLAIR, J.D McCARTHY, NATHANIEL FLAGG, JEROME COLEMAN, ALI GREEN, NYZINGAH AMIN, NICOLE LOUISE, TIKIE CRUMP, KEISHA SEALS, KEVIN WALL, ETIENNE GREEN, RUBEN, JOE BLUNT Sr., RONNIE EDWARDS, RAY MERCIFA, A.J. WILLIAMS, TYRONE JACKSON",not found,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
4994,Movie,The Ride,Alex Ranarivelo,"Shane Graham, Ludacris, Sasha Alexander",not found,2018,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
4995,Movie,The Neon Demon,Nicolas Winding Refn,"Elle Fanning, Jena Malone, Abbey Lee, Bella Heathcote, Karl Glusman, Keanu Reeves","United States, Belgium, Denmark, France",2016,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
4997,Movie,Love You Right,Christina Faith,"Mark J.P. Hood, Milaya S. Gregory, Maysa Naima, Don Cephas",not found,2021,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
4999,TV Show,Life's Rewards,not found,"Sebastian Rocha, Jared Wofford, Katie Cross, Jorge Diaz, Kelly Castro, Celines  Estevez, Nicolas Sellar, Laura Ault, Jeremy King, Matthew McGee, Neveah Cable, Adrien Perez, Dustin McClease, Alex Gailey, Nick Sloan, Dennis Mallen",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5000,Movie,Istha Sakhi,Bharath Parepally,"Ajay, Real Star Srihari, Anusmurithi, Varun, Madhu Vinjamoori",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5002,Movie,Broken Vows (2016),Bram Coppens,"Matt Riedy, Rene Ashton, Lacey Hannan, Wes Bentley, Emily Robinson",not found,2016,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5004,TV Show,Troy The Train,not found,not found,not found,2017,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5006,Movie,The Hunt,JD Cohen,"Imogen Bailey, Tasneem Roc",not found,2020,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5007,Movie,The Climbers,Daniel Lee,"Wu Jing, Zhang Ziyi, Jackie Chan",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5008,TV Show,Solos,not found,"Uzo Aduba, Nicole Beharie, Morgan Freeman",United States,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5009,Movie,Shark!,Majaja,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5010,Movie,Romance Analyst,Rachel Wortell,"Lily Meyer, Peter Vack, Eleanore Pienta, Jeff Kahn, Theodore Bouloukos, Sam Morrison, Flora Wildes, Amy Zimmer, Joe Wortell, Michele Hierholzer, Emma Holtzman, Greta Holtzman, Becky Abrams, Eamon Monaghan, Phillip Gabriel, Lenny Alter",not found,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5011,Movie,Penelope,Agustin Adba,"Cumelen Sanz, Juan Barberini, Sergio Pangaro",not found,2018,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
5012,Movie,NWA & Eazy-E: Kings of Compton,"Mike Corbera, Andre Relis","Chris Oliver, Ice Cube, Rasheed Stephens, Tyler Wilson",not found,2017,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
5013,Movie,Nizhal,Appu N. Bhattathiri,"Kunchacko Boban, Nayanthara, Divya Prabha",India,2021,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5014,Movie,Mobutu's African Movie Theater: Episode 5,Prince Mabutu Nayabing,not found,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5015,Movie,Max Cloud,Martin Owen,"Scott Adkins, Tommy Flanagan, LaShana Lynch, Isabelle Allen, Franz Drameh",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5016,Movie,Majili (Kannada),Shiva Nirvana,"Naga Chaitanya Akkineni, Samantha Akkineni, Divyansha Kaushik, Subbaraju, Rao Ramesh",not found,2019,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5017,Movie,Loli Paradicka,"Richard Staviarsky, Viťo Staviarsky","Michal Ilkanin, Kamila Mitrášová",not found,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5019,Movie,Lewberger Live At Lincoln Hall In Chicago,Keith Habersberger,"Keith Habersberger, Alex Lewis, Hughie Stone Fish",not found,2021,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
5020,Movie,Kadhal Paravgal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5021,Movie,Journey's End,Saul Dibb,"Sam Claflin, Asa Butterfield, Paul Bettany, Toby Jones, Tom Sturridge, Stephen Graham",not found,2018,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5022,Movie,Jiang Ziya,Teng Cheng,"Christopher Sabat, Luci Christian",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5023,Movie,Hillbilly's In A Haunted House,Jean Yarbrough,not found,not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5024,Movie,Good Newwz,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",India,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5025,Movie,Chikati Kathalu,Siripuram Rajesh,"Kalyani ( Lead ), Nagi Reddy, Harsha, Pranay, Vinay, Suman, Shiva",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5027,Movie,Burning,Lee Chang-dong,"Ah-in YOO, Steven YEUN, Jong-seo JUN",not found,2018,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5028,Movie,Broil,Edward Drake,"Jonathan Lipnicki, Timothy Murphy, Abby Ross",not found,2020,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5029,Movie,American Heretics,Jeanine Isabel Butler,not found,not found,2021,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
5031,Movie,A Dog's Courage,Sung-yoon Lee,"Eric Roland, Patrick McAllister, Bryan Massey, Carrie Savage, Dalton Walker, Kimmie Britt",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5032,TV Show,2020 Best of Animation - Presented by Shortz,not found,not found,not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5033,Movie,Zara Si Bhool - A Small Mistake,Kiran Merchant,"Mohan Bhandari, Sujata Mehta, Asit Vyas, Pamela Dickerson",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5034,Movie,Rudraksharam,Nageshwara rao Anchula,"Narendra Veeralla, Suman Shetty, Chaitanya, Yamini, Sravani, Chittibabu Jabardasth, Naidu Gopi",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5035,TV Show,Reagan's Room,not found,Reagan Rundus,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5036,Movie,Protibimbo,Rudranil Chaudhuri,"Biswajit Chakrabarty, Meghna Halder, Palash Ganguly, Rupanjali Roy",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5037,Movie,Prey Before You Eat 2,Jamal Doctor,"Yellow Diamonds, Racquel Mills, Kyah Baby, Pritty Milltant, Anthony Howard, Tselane Faust, Shamel Brown, Chris Copeland, Simon Gill",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5038,Movie,Prey Before You Eat,Jamal Doctor,"Erica Graham, Yellow Diamond, Christopher Copeland",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5039,TV Show,Pororo Sing Along,not found,not found,not found,2019,Amazon Prime,0,0,0,0,0,0,0,1,0,0,0,0
5040,Movie,Love is Blind,"Andy Delaney, Monty Whitebloom","Shannon Tarbet, Aidan Turner, Benjamin Walker, Matthew Broderick, Chloe Sevigny",not found,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5042,Movie,Lalaloopsy: Band Together,"Roy Allen Smith, Melissa Suber","Erica Cukulin, Laura Gervais, Griffin Kingston",not found,2015,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5043,Movie,Jabillikosam akasamalle,Rajnarendra,"Srihari, Suman, Amani, Jeeva, Thagubothuramesh, Qayyom, Krishnabhagavan",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5044,Movie,In the box,Giacomo Lesina,"Antonia Liskova, Nicolò Alaimo, Jonathan Silvestri",not found,2015,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5045,Movie,House of Hummingbird,Bora Kim,"Ji-hu Park, Sae-byuk Kim, Seung-yeon Lee",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
5047,Movie,Feeding the Masses,Richard Griffin,"Billy Garberina, Rachel Morris, Patrick Cohen",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5048,TV Show,Falco,not found,"Michel Brown, Marina de Taviria",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5050,Movie,Cinemavala,Avinash Pendurti,"Rohini Rachel, Ravi teja mahadasyam, Gautham bhavaraju",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5051,Movie,Writer,Ramesh Mylaram,"Srinivas Bhogireddy, Ravi Anand, Sagar kargathra",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5052,Movie,Tributaries,Mike Ancas,"Rosie Koster, Connor McNelis, Phillip Fry, Amy Lyn Elliott, Delaney Hathaway, Daniel V. Klein, Eli Sharp, Mike Ancas, Alex Blair, Tim Bendig, Debra Hulings, Santana Maynard, Stephanie Swift, Kelsey Rae Patterson, Joe Gorski, Bryan Chemini, Jessica Joerndt, Haley Goff, Lou Consolo, Lydia Zagorski, Jeff Bell, Emory Miyagishima, Martin Gonzales, Andy Stuchell, David Zvirman, Charles J. Nemit, Vincent Wieczorek, Spencer Patterson, Rick Dutrow, Shayna Bright, Bernie Lewis, Monica Sauk, Brenda Ancas, Elizabeth Kundla",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5053,Movie,The Rise Of Jordan Peterson,Patricia Marcoccia,Jordan Peterson,not found,2019,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
5054,Movie,The Project,Brandon Rhiness,"Skylar Radzion, Elizabeth Chamberlain, Madison Nyenhuis, Griffin Cork, Alex Gallant",not found,2021,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5055,TV Show,Panic,not found,"Olivia Welch, Mike Faist, Jessica Sula, Ray Nicholson, Camron Jones, Enrique Murciano",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5058,Movie,Complete Unknown,Joshua Marston,"Rachel Weisz, Michael Shannon, Danny Glover, Kathy Bates",not found,2016,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5059,TV Show,Color Crew - All about Colors (Spanish audio),not found,not found,not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5061,Movie,8 Days,Jaco Booyens,"Nicole Smolen, Katie Walker, Kim Baldwin Turner, Todd Terry",not found,2015,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5062,Movie,Wintergast,"Matthias Guenter, Andy Herzog","Andy Herzog, Katarina Schroeter",not found,2016,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
5063,Movie,The Rest of Us,Linda G. Mills,"Devika Bhise, Raffi Barsoumian, Amanda Debraux, Peter Mark Kendall, Adam LeFevre, Laila Robins",not found,2019,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5064,TV Show,The Rebel Princess,not found,"Zhang Ziyi, Zhou Yiwei",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5066,Movie,Secret Voices,Rodolfo Carnevale,"Martina Gusman, Gerardo Romano, Andrea Ferratti, Claudio Santorelli",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5067,Movie,Savitri,Pavan Sadineni,"Nara Rohit, Nanditha",not found,2016,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
5069,Movie,Pulanaivu,Shalini Balasundaram,"Datin Sri Shaila v Nair, Shalini Balasundaram, Kabil Ganesan, Shashi Tharan, Irfan Zaini, Shabby, Krithigah Nair, Pashini Sivakumar, Saran Kumar",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5071,Movie,Out of Time,Connor Ciecko,"Jeremy Poynton, Shelbi Voss, Victor Font, Gabe Harmon, Colin Hardman",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5072,Movie,Mitwaa,Swapna Waghmare Joshi,"Swapnil Joshi, Sonalee Kulkarni, Prarthana Behere, Aruna Irani",not found,2015,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
5073,Movie,Lost in Thailand,Zheng Xu,"Zheng Xu, Baoqiang Wang, Bo Huang",not found,2014,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5074,TV Show,LooLoo Kids,not found,LooLoo Kids,not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5075,TV Show,LOL - Last One Laughing Spain,not found,"Santiago Segura, David Fernández, Edu Soto, Francisco Collado, Mario Vaquerizo, El Monaguillo"" Sergio Fernández, Paco Arévalo, Rossy de Palma, Silvia Abril, Xavier Deltell, Yolanda Ramos, Manuel González Sabin ""Cañita, Carolina Noriega",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5076,Movie,Itwaar,Rahul Srivastava,"Kumud Mishra, Lubna Salim, Harshit Sidwani",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5077,Movie,Gintama,Yûichi Fukuda,"Shun Oguri, Masami Nagasawa, Takayuki Yamada, Kôichi Yamadera",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5078,Movie,Gaurav Gupta: Market Down Hai,Neville Shah,Gaurav Gupta,not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5079,TV Show,Finding You,not found,"Chris Murphy Smith, Christopher Brian, Philip Kramer, Jason Lake",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
5080,Movie,Egypt's Lost Queens,Ian A. Hunt,Joann Fletcher,not found,2015,Amazon Prime,0,0,1,0,0,0,0,0,0,0,0,0
5081,Movie,Darken,Audrey Cummings,"Bea Santos, Olunike Adeliyi, Ari Millen, Christine Horne, Dmitry Chepovetsky, Jon McLaren, Zoe Belkin, Paul Amos",not found,2017,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5082,Movie,Dandupalya 2,Srinivasa Raju,"Pooja Gandhi, Sanjjanaa Galrani, Ravishankar P",not found,2017,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5083,Movie,Cut The Rope: Om Nom Stories - Sweet Adventures,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut The Rope, Om Nom",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5085,Movie,Classmates,Aditya Sarpotdar,"Ankush Chaudhari, Sai Tamhankar, Siddharth Chandekar, Sonalee Kulkarni, Sushant Shelar, Sachit Patil, Pallavi Patil, Suyash Tilak, Ramesh Deo, Sanjay Mone, Kishori Shahane",not found,2015,Amazon Prime,0,0,0,0,0,1,0,0,0,0,0,0
5086,Movie,A FRIENDSHIP,Abu Nizam,"Abu Nizam, Afroza Sarwar, Saifun Khan",not found,2021,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5087,Movie,Wrong Swipe,Matthew Leutwyler,"Anna Hutchison, Carissa Staples, Rhys Ward",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5089,Movie,Viswadabhirama,"SURESH KAASI, SURENDRA, ASHOK","Chitam srinu, Pandu, Anil, Anand, Sahasra, Manasa, Roja reddy",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5090,Movie,The Wrong Car,"MarVista Entertainment,  Inc.","Danielle Savre, Jackson Davis, Francia Raisa, Christina Elmore",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5091,Movie,The Purple Night,Pavan Kumar Rajamahendravarapu,"Ratnesh Rai, Gaana Bhat, Rajiv Nema, Ritwik Varma, Hiranmayi Srinivasan",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5092,Movie,The Perfect Daughter,Brian Herzlinger,"Brady Smith, Sadie Calvano, Reiley McClendon, Johann Urb, Blaine Saunders, Meredith Salenger, Parker Stevenson",not found,2016,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5093,Movie,The Kung Fu Master,ABRID SHINE,"NEETA PILLAI, SANOOP D, JIJI SCARIA",not found,2020,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5095,Movie,Terror at Bigfoot Pond,David Rambaldi,"Emerald Albritton, Genelyn McFarlane",not found,2020,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5096,Movie,Teenage Wasteland,Travis Travieso,"JuliAnna Briscoe, Jerry Brown, Will Colburn",not found,2018,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5097,Movie,Step In My Shoes,Anil Charanjeet,"Simran Kaur Mundi, Simran Kaur Suri",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5099,Movie,Restricted Area (Baron Palace),mohamed fikry,"mohamed fikry, yasmine omar, sarah nakhlah, adel abdel razek, tarek obead",not found,2016,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5100,Movie,"Raleigh, I Kinda Like You",Tor Ramsey,"Madeline Taylor, Sean McCracken, Amber Dawn Fox, Meagan Mackenzie",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5101,Movie,Quest for the Unicorn,"Jadzia Perez, Leia Perez","Karin Brauns, Robert Amstler, Samuel Story",not found,2018,Amazon Prime,0,0,0,0,0,0,0,0,0,0,1,0
5102,Movie,Prem Gajra Chilli Chicken,Sharad Malhotra,"Ishtiyak Khan, Vrushali Chawan",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5104,Movie,Nuvvante Pichhe,B Santosh,"Aman Pandy, Sonali Panigrahy, Sony Reddy",not found,2021,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5106,Movie,No Witnesses,Robert Roworth,"Paul Antony Rogers, Jacob Machin, Madeline Valentinis, Annie Wilson",not found,2020,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5107,Movie,Nightmare Nurse,Craig Moss,"Sarah Butler, Steven Good, Lindsay Hartley, Traci Lords",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5108,Movie,Maze,Stephen Burke,"Barry Ward, Martin McCann, Tom Vaughan-Lawlor",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5109,Movie,Love me tender,Klaudia Reynicke,"Barbara Giordano, Antonio Bannò",Switzerland,2019,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5110,Movie,Line Walker 2: Invisible Spy,Jazz Boon,"Louis Koo, Nick Cheung, Francis Ng",not found,2019,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5111,TV Show,Leo the Truck,not found,"Maria Poddubnaya, Sveta Lebedeva, Anuar Shalabaev, Roman Safronov",not found,2021,Amazon Prime,0,0,0,0,0,0,1,0,0,0,0,0
5112,Movie,Karnan,Mari Selvaraj,"Dhanush, Lal, Rajisha Vijayan, Yogibabu Nataraja Subramanian",India,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5113,Movie,Jawker Dhan,Sayantan Ghosal,"Parambrata Chattopadhyay, Rahul Banerjee, Sabyasachi Chakrabarty",not found,2017,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5114,Movie,I Am Watching You,Maureen Bharoocha,"Madeline Zima, Brian Ames, Lilian Bowden, Lesley-Anne Down",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5115,Movie,House Of Setnakht,ahmed adel aqle,"margo hadad, mostafa abdel salam, salma el deeb, negar mohamed, tarek obead, marawan mosalam, rania el khateeb, sherif mabrouk",not found,2019,Amazon Prime,0,0,0,1,0,0,0,0,0,0,0,0
5117,Movie,Good Kisser,Wendy Jo Carlton,"Kari Alison Hodge, Julia Eringer, Rachel Paulson, Courtney McCullough, Carter Rodriquez",not found,2020,Amazon Prime,0,1,0,0,0,0,0,0,0,0,0,0
5118,Movie,For the Emperor,Sang Jun Park,"Min-ki Lee, Sung-woong Park, Jae-won Lee",not found,2014,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
5119,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"Pawan Malhotra, Arjuna Bhalla, Sudhanshu Aggarwal, Avrinder Kaur, Jasdeep Kaur, Master Yuvraj, Jai Bharti, Gagandeep Singh, Arvinder Bhatti, Sukhwinder Virk, Vikrant Nanda, Yogesh Suri, Vinod Mehra",not found,2015,Amazon Prime,1,0,0,0,0,0,0,0,0,0,0,0
5120,Movie,Don't Wake Mommy,"MarVista Entertainment,  Inc.","Ashley Bell, Sara Rue, Dean Geyer, Alex Essoe, Harry Van Gorkum, Anjali Bhimani, Reagan Pasternak, Denise Crosby",not found,2016,Amazon Prime,0,0,0,0,1,0,0,0,0,0,0,0
5121,TV Show,Distemper,not found,"Abigail Hawk, Chiké Okonkwo, Tara Westwood, Matthew Conlon, Lee R. Sellars, Clare O'Malley, Lukas Hassel, Jackie Martling, Marlon Perrier",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,0
5122,Movie,Cut The Rope: Om Nom Stories - Learning Time,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5123,Movie,Cut The Rope: Om Nom Stories - Getting Healthy,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,0,0,1
5124,Movie,Corridor Digital,Sam Gorski,"Sam Gorski, Niko Pueringer",not found,2021,Amazon Prime,0,0,0,0,0,0,0,0,0,1,0,0
